125338	125343	1	1
125338	118685	2	0
125338	115051	3	0
125338	125341	4	1
125338	124199	5	0
125338	125344	6	1
125338	118686	7	0
125338	115056	8	0
125338	115055	9	0
125338	125155	10	0
125338	124198	11	0
125338	122873	12	0
125338	122872	13	0
125338	118373	14	0
125338	117629	15	0
125338	125340	16	1
125338	114901	17	0
125338	118375	18	0
125338	60138	19	0
125338	118187	20	0
125338	118194	21	0
125338	117923	22	0
125338	123420	23	0
125338	122871	24	0
125338	122874	25	0
125338	66616	26	0
125338	123544	27	0
125338	118376	28	0
125338	125364	29	0
125338	113186	30	0
125338	118370	31	0
125338	125365	32	0
125338	117389	33	0
125338	121397	34	0
125338	111000	35	0
125338	118195	36	0
125338	118186	37	0
125338	121973	38	0
125338	123909	39	0
125338	113942	40	0
125338	125218	41	0
125338	124330	42	0
125338	88929	43	0
125338	117412	44	0
125338	113189	45	0
125338	121285	46	0
125338	115040	47	0
125338	113936	48	0
125338	106758	49	0
125338	121099	50	0
125338	113947	51	0
125338	88916	52	0
125338	106763	53	0
125338	88918	54	0
125338	88923	55	0
125338	115039	56	0
125338	110999	57	0
125338	120788	58	0
125338	62215	59	0
125338	120867	60	0
125338	123422	61	0
125338	115290	62	0
125338	113931	63	0
125338	62214	64	0
125338	125219	65	0
125338	117953	66	0
125338	113933	67	0
125338	125780	68	0
125338	113946	69	0
125338	113932	70	0
125338	117385	71	0
125338	88926	72	0
125338	113929	73	0
125338	62226	74	0
125338	111003	75	0
125338	113214	76	0
125338	126086	77	0
125338	121396	78	0
125338	60318	79	0
125338	112737	80	0
125338	120791	81	0
125338	125781	82	0
125338	118188	83	0
125338	125408	84	0
125338	113935	85	0
125338	88921	86	0
125338	62230	87	0
125338	88922	88	0
125338	126085	89	0
125338	117684	90	0
125338	110893	91	0
125338	106760	92	0
125338	106761	93	0
125338	62228	94	0
125338	120868	95	0
125338	107601	96	0
125338	102894	97	0
125338	111850	98	0
125338	125773	99	0
125338	125775	100	0
125338	125776	101	0
125338	106757	102	0
125338	117676	103	0
125338	121415	104	0
125338	91892	105	0
125338	125949	106	0
125338	60195	107	0
125338	125409	108	0
125338	121398	109	0
125338	100241	110	0
125338	111817	111	0
125338	116856	112	0
125338	120789	113	0
125338	112738	114	0
125338	110896	115	0
125338	71124	116	0
125338	116817	117	0
125338	123276	118	0
125338	120044	119	0
125338	117404	120	0
125338	118580	121	0
125338	123546	122	0
125338	124077	123	0
125338	115306	124	0
125338	123557	125	0
125338	118650	126	0
125338	91889	127	0
125338	71123	128	0
125338	123278	129	0
125338	64981	130	0
125338	64988	131	0
125338	116827	132	0
125338	123409	133	0
125338	126009	134	0
125338	117680	135	0
125338	117681	136	0
125338	117921	137	0
125338	115027	138	0
125338	125481	139	0
125338	60144	140	0
125338	118565	141	0
125338	118582	142	0
125338	94566	143	0
125338	60319	144	0
125338	118652	145	0
125338	123628	146	0
125338	123631	147	0
125338	116832	148	0
125338	116818	149	0
125338	118196	150	0
125338	87699	151	0
125338	117898	152	0
125338	117639	153	0
125338	115023	154	0
125338	113221	155	0
125338	123813	156	0
125338	87686	157	0
125338	120790	158	0
125338	109822	159	0
125338	100239	160	0
125338	87691	161	0
125338	117901	162	0
125338	114428	163	0
125338	123626	164	0
125338	64983	165	0
125338	64986	166	0
125338	64991	167	0
125338	117899	168	0
125338	117900	169	0
125338	117648	170	0
125338	113191	171	0
125338	113200	172	0
125338	66618	173	0
125338	87688	174	0
125338	76604	175	0
125338	118648	176	0
125338	116305	177	0
125338	125416	178	0
125338	119988	179	0
125338	119185	180	0
125338	117904	181	0
125338	113201	182	0
125338	118561	183	0
125338	117677	184	0
125338	113180	185	0
125338	113181	186	0
125338	33879	187	0
125338	113219	188	0
125338	117673	189	0
125338	124140	190	0
125338	87700	191	0
125338	117902	192	0
125338	117951	193	0
125338	125591	194	0
125338	113216	195	0
125338	76598	196	0
125338	124257	197	0
125338	113182	198	0
125338	100238	199	0
125338	123558	200	0
77051	77052	1	1
77051	121395	2	0
77051	117722	3	0
77051	101291	4	0
77051	105572	5	0
77051	104265	6	0
77051	101292	7	0
77051	120333	8	0
77051	77054	9	1
77051	98230	10	0
77051	105577	11	0
77051	120331	12	0
77051	101300	13	0
77051	101293	14	0
77051	101299	15	0
77051	120337	16	0
77051	120332	17	0
77051	121393	18	0
77051	121394	19	0
77051	105573	20	0
77051	98228	21	0
77051	117720	22	0
77051	77053	23	1
77051	117721	24	0
77051	23759	25	0
77051	105574	26	0
77051	104267	27	0
77051	120336	28	0
77051	121392	29	0
77051	120335	30	0
77051	104264	31	0
77051	98232	32	0
77051	105571	33	0
77051	77302	34	0
77051	101295	35	0
77051	98231	36	0
77051	119991	37	0
77051	101298	38	0
77051	77477	39	0
77051	101301	40	0
77051	24274	41	0
77051	104266	42	0
77051	120334	43	0
77051	51341	44	0
77051	107431	45	0
77051	68566	46	0
77051	98229	47	0
77051	105576	48	0
77051	122977	49	0
77051	77297	50	0
77051	100686	51	0
77051	93771	52	0
77051	116965	53	0
77051	58081	54	0
77051	68565	55	0
77051	98616	56	0
77051	30308	57	0
77051	107612	58	0
77051	91139	59	0
77051	85759	60	0
77051	21934	61	0
77051	98613	62	0
77051	30315	63	0
77051	35564	64	0
77051	108462	65	0
77051	93768	66	0
77051	122824	67	0
77051	29129	68	0
77051	104924	69	0
77051	104271	70	0
77051	116966	71	0
77051	122796	72	0
77051	123653	73	0
77051	92303	74	0
77051	111680	75	0
77051	112714	76	0
77051	123636	77	0
77051	116972	78	0
77051	99345	79	0
77051	99340	80	0
77051	91118	81	0
77051	122794	82	0
77051	58072	83	0
77051	112953	84	0
77051	60156	85	0
77051	123413	86	0
77051	123414	87	0
77051	33942	88	0
77051	86997	89	0
77051	103513	90	0
77051	115692	91	0
77051	116968	92	0
77051	94606	93	0
77051	58079	94	0
77051	99341	95	0
77051	97293	96	0
77051	65122	97	0
77051	84741	98	0
77051	20156	99	0
77051	70122	100	0
77051	105575	101	0
77051	86976	102	0
77051	93774	103	0
77051	115316	104	0
77051	58080	105	0
77051	96737	106	0
77051	103494	107	0
77051	86979	108	0
77051	17655	109	0
77051	108468	110	0
77051	85754	111	0
77051	57179	112	0
77051	121207	113	0
77051	116970	114	0
77051	20793	115	0
77051	82131	116	0
77051	107433	117	0
77051	60162	118	0
77051	99990	119	0
77051	91147	120	0
77051	60160	121	0
77051	104476	122	0
77051	103043	123	0
77051	60165	124	0
77051	107428	125	0
77051	107430	126	0
77051	112730	127	0
77051	75781	128	0
77051	42389	129	0
77051	77978	130	0
77051	20121	131	0
77051	87661	132	0
77051	52593	133	0
77051	70115	134	0
77051	102542	135	0
77051	97461	136	0
77051	110080	137	0
77051	110081	138	0
77051	125216	139	0
77051	20744	140	0
77051	100469	141	0
77051	100462	142	0
77051	99344	143	0
77051	83947	144	0
77051	119396	145	0
77051	9384	146	0
77051	121208	147	0
77051	25295	148	0
77051	116969	149	0
77051	99343	150	0
77051	125156	151	0
77051	80919	152	0
77051	118956	153	0
77051	21782	154	0
77051	124771	155	0
77051	108464	156	0
77051	17534	157	0
77051	40677	158	0
77051	119992	159	0
77051	125090	160	0
77051	30310	161	0
77051	94929	162	0
77051	22070	163	0
77051	123147	164	0
77051	88841	165	0
77051	51315	166	0
77051	51381	167	0
77051	111903	168	0
77051	102277	169	0
77051	69921	170	0
77051	57095	171	0
77051	115033	172	0
77051	37530	173	0
77051	100054	174	0
77051	70113	175	0
77051	35433	176	0
77051	30309	177	0
77051	33882	178	0
77051	34014	179	0
77051	85755	180	0
77051	96720	181	0
77051	68560	182	0
77051	68561	183	0
77051	97454	184	0
77051	123149	185	0
77051	109960	186	0
77051	106385	187	0
77051	88424	188	0
77051	40524	189	0
77051	100467	190	0
77051	97010	191	0
77051	107438	192	0
77051	107329	193	0
77051	107957	194	0
77051	107961	195	0
77051	80335	196	0
77051	111432	197	0
77051	99363	198	0
77051	84629	199	0
77051	109962	200	0
73238	117912	1	0
73238	120990	2	0
73238	73249	3	1
73238	110172	4	0
73238	78006	5	0
73238	85816	6	0
73238	78007	7	0
73238	96975	8	0
73238	113126	9	0
73238	99818	10	0
73238	57133	11	0
73238	93140	12	0
