74344	88906	1
74344	124733	2
74344	74640	3
74344	88908	4
74344	84577	5
74344	86958	6
74344	75056	7
74344	124732	8
74344	74515	9
74344	86962	10
74344	74463	11
74344	46713	12
74344	74542	13
74344	75062	14
74344	46838	15
74344	46705	16
74344	74490	17
74344	54326	18
74344	74441	19
74344	74665	20
74344	77237	21
74344	74549	22
74344	9711	23
74344	75074	24
74344	75063	25
74344	74381	26
74344	46631	27
74344	44375	28
74344	74458	29
74344	46576	30
74344	74653	31
74344	81496	32
74344	82942	33
74344	83005	34
74344	46635	35
74344	74555	36
74344	74531	37
74344	46610	38
74344	74518	39
74344	46684	40
74344	46669	41
74344	82950	42
74344	84593	43
74344	46652	44
74344	88910	45
74344	84583	46
74344	40587	47
74344	74438	48
74344	76516	49
74344	83032	50
74344	77248	51
74344	74645	52
74344	86950	53
74344	92860	54
74344	74354	55
74344	86936	56
74344	76559	57
74344	74497	58
74344	77283	59
74344	82952	60
74344	88396	61
74344	46618	62
74344	68531	63
74344	74546	64
74344	82945	65
74344	76573	66
74344	46602	67
74344	77244	68
74344	88901	69
74344	88383	70
74344	103051	71
74344	45217	72
74344	105921	73
74344	90325	74
74344	84610	75
74344	74385	76
74344	118221	77
74344	54317	78
74344	40586	79
74344	44404	80
74344	67439	81
74344	88398	82
74344	77536	83
74344	117331	84
74344	69803	85
74344	123565	86
74344	46878	87
74344	112438	88
74344	123564	89
74344	46866	90
74344	63179	91
74344	67578	92
74344	63024	93
74344	33638	94
74344	109515	95
74344	46756	96
74344	118217	97
74344	46743	98
74344	46737	99
74344	123562	100
74344	123158	101
74344	114549	102
74344	88393	103
74344	115653	104
74344	125861	105
74344	118214	106
74344	33548	107
74344	29129	108
74344	123563	109
74344	40577	110
74344	118216	111
74344	62054	112
74344	74473	113
74344	104476	114
74344	52402	115
74344	67582	116
74344	97831	117
74344	88310	118
74344	58351	119
74344	52315	120
74344	112445	121
74344	117348	122
74344	89680	123
74344	60245	124
74344	87651	125
74344	60480	126
74344	103342	127
74344	46854	128
74344	104504	129
74344	71731	130
74344	58387	131
74344	71691	132
74344	80929	133
74344	67505	134
74344	78058	135
74344	58131	136
74344	102214	137
74344	80956	138
74344	99527	139
74344	72032	140
74344	118215	141
74344	67547	142
74344	104502	143
74344	109572	144
74344	60242	145
74344	58120	146
74344	79219	147
74344	68588	148
74344	77528	149
74344	89688	150
74344	87862	151
74344	113663	152
74344	67498	153
74344	68583	154
74344	120992	155
74344	77520	156
74344	121229	157
74344	111727	158
74344	89710	159
74344	103345	160
74344	67448	161
